time,wave_elevation
1609.6,1.62204
1609.7,1.59495
1609.8,1.53472
1609.9,1.43493
1610.0,1.29374
1610.1,1.11422
1610.2,0.90544
1610.3,0.681199
1610.4,0.458316
1610.5,0.255269
1610.6,0.0896037
1610.7,-0.0243548
1610.8,-0.077503
1610.9,-0.0669578
1611.0,0.00302995
1611.1,0.121844
1611.2,0.273597
1611.3,0.439036
1611.4,0.598559
1611.5,0.734352
1611.6,0.832688
1611.7,0.885454
1611.8,0.891683
1611.9,0.856997
1612.0,0.793183
1612.1,0.71618
1612.2,0.643449
1612.3,0.592579
1612.4,0.578214
1612.5,0.609803
1612.6,0.691597
1612.7,0.821135
1612.8,0.990312
1612.9,1.18641
1613.0,1.39357
1613.1,1.59591
1613.2,1.77748
1613.3,1.9256
1613.4,2.03096
1613.5,2.08866
1613.6,2.09742
1613.7,2.05939
1613.8,1.97789
1613.9,1.85739
1614.0,1.70165
1614.1,1.51266
1614.2,1.29138
1614.3,1.0369
1614.4,0.747379
1614.5,0.421872
1614.6,0.0607065
1614.7,-0.332646
1614.8,-0.750905
1614.9,-1.18293
1615.0,-1.61402
1615.1,-2.02701
1615.2,-2.40292
1615.3,-2.72337
1615.4,-2.97347
1615.5,-3.14278
1615.6,-3.22631
1615.7,-3.2258
1615.8,-3.14987
1615.9,-3.01255
1616.0,-2.83215
1616.1,-2.6291
1616.2,-2.42354
1616.3,-2.23388
1616.4,-2.07388
1616.5,-1.95237
1616.6,-1.87196
1616.7,-1.83022
1616.8,-1.81961
1616.9,-1.82922
1617.0,-1.84677
1617.1,-1.85985
1617.2,-1.85756
1617.3,-1.83151
1617.4,-1.77689
1617.5,-1.69168
1617.6,-1.57663
1617.7,-1.43492
1617.8,-1.27055
1617.9,-1.08734
1618.0,-0.88881
1618.1,-0.677262
1618.2,-0.454321
1618.3,-0.220207
1618.4,0.0248419
1618.5,0.280148
1618.6,0.544713
1618.7,0.81473
1618.8,1.08548
1618.9,1.35057
1619.0,1.6026
1619.1,1.83375
1619.2,2.03637
1619.3,2.20437
1619.4,2.33376
1619.5,2.42263
1619.6,2.47193
1619.7,2.48402
1619.8,2.46291
1619.9,2.41331
1620.0,2.3395
1620.1,2.24466
1620.2,2.1306
1620.3,1.99808
1620.4,1.84635
1620.5,1.67444
1620.6,1.48204
1620.7,1.27078
1620.8,1.04475
1620.9,0.81096
1621.0,0.579452
1621.1,0.363129
1621.2,0.176513
1621.3,0.0337077
1621.4,-0.0527264
1621.5,-0.0741815
1621.6,-0.0271085
1621.7,0.0857749
1621.8,0.255164
1621.9,0.465108
1622.0,0.695421
1622.1,0.922596
1622.2,1.12291
1622.3,1.27361
1622.4,1.35752
1622.5,1.36332
1622.6,1.28699
1622.7,1.13318
1622.8,0.913283
1622.9,0.644904
1623.0,0.349024
1623.1,0.0487382
1623.2,-0.234139
1623.3,-0.481133
1623.4,-0.679217
1623.5,-0.820783
1623.6,-0.905146
1623.7,-0.936863
1623.8,-0.925847
1623.9,-0.884273
1624.0,-0.825854
1624.1,-0.763589
1624.2,-0.708653
1624.3,-0.66951
1624.4,-0.650786
1624.5,-0.654509
1624.6,-0.67989
1624.7,-0.724281
1624.8,-0.784245
1624.9,-0.856541
1625.0,-0.93821
1625.1,-1.02729
1625.2,-1.12272
1625.3,-1.22364
1625.4,-1.32885
1625.5,-1.43664
1625.6,-1.54371
1625.7,-1.64534
1625.8,-1.73475
1625.9,-1.80513
1626.0,-1.84872
1626.1,-1.85858
1626.2,-1.82999
1626.3,-1.76063
1626.4,-1.65198
1626.5,-1.50883
1626.6,-1.33942
1626.7,-1.15496
1626.8,-0.967754
1626.9,-0.790077
1627.0,-0.632607
1627.1,-0.503118
1627.2,-0.405641
1627.3,-0.339508
1627.4,-0.299556
1627.5,-0.276804
1627.6,-0.259689
1627.7,-0.235265
1627.8,-0.190833
1627.9,-0.116172
1628.0,-0.00387372
1628.1,0.149216
1628.2,0.341487
1628.3,0.56701
1628.4,0.816561
1628.5,1.07834
1628.6,1.33887
1628.7,1.58569
1628.8,1.8068
1628.9,1.99308
1629.0,2.13855
1629.1,2.2396
1629.2,2.29632
1629.3,2.31016
1629.4,2.28485
1629.5,2.22457
1629.6,2.13368
1629.7,2.0164
1629.8,1.87623
1629.9,1.71605
1630.0,1.53797
1630.1,1.34433
1630.2,1.13767
1630.3,0.921112
1630.4,0.698351
1630.5,0.473956
1630.6,0.252927
1630.7,0.040721
1630.8,-0.157388
1630.9,-0.337004
1631.0,-0.495036
1631.1,-0.629366
1631.2,-0.739741
1631.3,-0.826899
1631.4,-0.892861
1631.5,-0.940243
1631.6,-0.971408
1631.7,-0.988897
1631.8,-0.993642
1631.9,-0.986402
1632.0,-0.966451
1632.1,-0.932311
1632.2,-0.882806
1632.3,-0.816304
1632.4,-0.73223
1632.5,-0.631368
1632.6,-0.515443
1632.7,-0.38821
1632.8,-0.254559
1632.9,-0.120226
1633.0,0.00889485
1633.1,0.127329
1633.2,0.230506
1633.3,0.315607
1633.4,0.382308
1633.5,0.431741
1633.6,0.467563
1633.7,0.494509
1633.8,0.518283
1633.9,0.544357
1634.0,0.577791
1634.1,0.621377
1634.2,0.676832
1634.3,0.742635
1634.4,0.815742
1634.5,0.890906
1634.6,0.961576
1634.7,1.02051
1634.8,1.06052
1634.9,1.0754
1635.0,1.06034
1635.1,1.01211
1635.2,0.930097
1635.3,0.815271
1635.4,0.670519
1635.5,0.499912
1635.6,0.308679
1635.7,0.102434
1635.8,-0.113203
1635.9,-0.33329
1636.0,-0.553088
1636.1,-0.769098
1636.2,-0.977803
1636.3,-1.1768
1636.4,-1.36402
1636.5,-1.5377
1636.6,-1.69629
1636.7,-1.83818
1636.8,-1.96177
1636.9,-2.0659
1637.0,-2.14921
1637.1,-2.21075
1637.2,-2.24965
1637.3,-2.26538
1637.4,-2.25792
1637.5,-2.22754
1637.6,-2.17445
1637.7,-2.09962
1637.8,-2.00373
1637.9,-1.88802
1638.0,-1.75366
1638.1,-1.60186
1638.2,-1.43435
1638.3,-1.25306
1638.4,-1.06004
1638.5,-0.857842
1638.6,-0.64878
1638.7,-0.43622
1638.8,-0.222943
1638.9,-0.0116896
1639.0,0.195209
1639.1,0.395644
1639.2,0.58792
1639.3,0.771269
1639.4,0.94551
1639.5,1.11045
1639.6,1.26657
1639.7,1.41376
1639.8,1.55211
1639.9,1.68065
1640.0,1.79812
1640.1,1.90224
1640.2,1.99026
1640.3,2.05867
1640.4,2.10448
1640.5,2.1245
1640.6,2.11645
1640.7,2.07945
1640.8,2.01372
1640.9,1.92151
1641.0,1.80636
1641.1,1.67343
1641.2,1.52885
1641.3,1.37964
1641.4,1.2321
1641.5,1.09219
1641.6,0.964393
1641.7,0.851784
1641.8,0.754964
1641.9,0.672688
1642.0,0.601875
1642.1,0.537646
1642.2,0.474909
1642.3,0.407715
1642.4,0.330932
1642.5,0.240911
1642.6,0.135655
1642.7,0.0154762
1642.8,-0.116576
1642.9,-0.255866
1643.0,-0.39531
1643.1,-0.526699
1643.2,-0.641475
1643.3,-0.731326
1643.4,-0.789723
1643.5,-0.811562
1643.6,-0.795114
1643.7,-0.741382
1643.8,-0.654607
1643.9,-0.541955
1644.0,-0.412525
1644.1,-0.27658
1644.2,-0.145481
1644.3,-0.0293533
1644.4,0.0632759
1644.5,0.126248
1644.6,0.156785
1644.7,0.154883
1644.8,0.12421
1644.9,0.0707139
1645.0,0.0023563
1645.1,-0.0719638
1645.2,-0.143854
1645.3,-0.205615
1645.4,-0.251986
1645.5,-0.280301
1645.6,-0.290425
1645.7,-0.285221
1645.8,-0.269404
1645.9,-0.249142
1646.0,-0.231151
1646.1,-0.221567
1646.2,-0.224972
1646.3,-0.244075
1646.4,-0.27939
1646.5,-0.328934
1646.6,-0.389207
1646.7,-0.455465
1646.8,-0.522842
1646.9,-0.586897
1647.0,-0.644773
1647.1,-0.69567
1647.2,-0.740677
1647.3,-0.782618
1647.4,-0.82546
1647.5,-0.873704
1647.6,-0.930961
1647.7,-0.998809
1647.8,-1.07644
1647.9,-1.15968
1648.0,-1.24156
1648.1,-1.31237
1648.2,-1.36106
1648.3,-1.37617
1648.4,-1.34805
1648.5,-1.26997
1648.6,-1.13965
1648.7,-0.960082
1648.8,-0.739437
1648.9,-0.49115
1649.0,-0.232074
1649.1,0.0193598
1649.2,0.24413
1649.3,0.425908
1649.4,0.552801
1649.5,0.618963
1649.6,0.625146
1649.7,0.578467
1649.8,0.49233
1649.9,0.383699
1650.0,0.271455
1650.1,0.174428
1650.2,0.107789
1650.3,0.0821976
1650.4,0.101574
1650.5,0.163242
1650.6,0.257867
1650.7,0.371502
1650.8,0.486191
1650.9,0.584289
1651.0,0.649542
1651.1,0.670126
1651.2,0.639513
1651.3,0.558514
1651.4,0.434058
1651.5,0.278631
1651.6,0.10922
1651.7,-0.0559369
1651.8,-0.1989
1651.9,-0.305076
1652.0,-0.364438
1652.1,-0.372848
1652.2,-0.332004
1652.3,-0.249072
1652.4,-0.134886
1652.5,-0.0022074
1652.6,0.136655
1652.7,0.271642
1652.8,0.396934
1652.9,0.511795
1653.0,0.620754
1653.1,0.7331
1653.2,0.860684
1653.3,1.0162
1653.4,1.21147
1653.5,1.45395
1653.6,1.74567
1653.7,2.08137
1653.8,2.4487
1653.9,2.8288
1654.0,3.19672
1654.1,3.52537
1654.2,3.78623
1654.3,3.9533
1654.4,4.00518
1654.5,3.92754
1654.6,3.71391
1654.7,3.36669
1654.8,2.89711
1654.9,2.32306
1655.0,1.66773
1655.1,0.95823
1655.2,0.223287
1655.3,-0.509338
1655.4,-1.21568
1655.5,-1.87376
1655.6,-2.4678
1655.7,-2.98557
1655.8,-3.41978
1655.9,-3.76688
1656.0,-4.02714
1656.1,-4.20267
1656.2,-4.29721
1656.3,-4.31608
1656.4,-4.26522
1656.5,-4.15133
1656.6,-3.98165
1656.7,-3.76438
1656.8,-3.50822
1656.9,-3.22229
1657.0,-2.91586
1657.1,-2.59804
1657.2,-2.27778
1657.3,-1.9623
1657.4,-1.65689
1657.5,-1.36589
1657.6,-1.09018
1657.7,-0.830054
1657.8,-0.583216
1657.9,-0.347266
1658.0,-0.118824
1658.1,0.104429
1658.2,0.323438
1658.3,0.537058
1658.4,0.742529
1658.5,0.934901
1658.6,1.10755
1658.7,1.25249
1658.8,1.36212
1658.9,1.42976
1659.0,1.45078
1659.1,1.42329
1659.2,1.34911
1659.3,1.23335
1659.4,1.08508
1659.5,0.916236
1659.6,0.740719
1659.7,0.57357
1659.8,0.429997
1659.9,0.32302
1660.0,0.263108
1660.1,0.257021
1660.2,0.307478
1660.3,0.411684
1660.4,0.563035
1660.5,0.75074
1660.6,0.960379
1660.7,1.17613
1660.8,1.38047
1660.9,1.5576
1661.0,1.69265
1661.1,1.77444
1661.2,1.79603
1661.3,1.75443
1661.4,1.65196
1661.5,1.49524
1661.6,1.29513
1661.7,1.06499
1661.8,0.820701
1661.9,0.577637
1662.0,0.35064
1662.1,0.151294
1662.2,-0.0105021
1662.3,-0.130404
1662.4,-0.207802
1662.5,-0.246275
1662.6,-0.252667
1662.7,-0.236351
1662.8,-0.208013
1662.9,-0.177953
1663.0,-0.155653
1663.1,-0.147872
1663.2,-0.158557
1663.3,-0.188756
1663.4,-0.236104
1663.5,-0.296455
1663.6,-0.36403
1663.7,-0.432806
1663.8,-0.497483
1663.9,-0.554299
1664.0,-0.601813
1664.1,-0.640837
1664.2,-0.674049
1664.3,-0.705616
1664.4,-0.74035
1664.5,-0.781458
1664.6,-0.831505
1664.7,-0.889657
1664.8,-0.952481
1664.9,-1.01317
1665.0,-1.06306
1665.1,-1.09198
1665.2,-1.08935
1665.3,-1.04669
1665.4,-0.958153
1665.5,-0.82235
1665.6,-0.642391
1665.7,-0.42712
1665.8,-0.189453
1665.9,0.0544474
1666.0,0.286571
1666.1,0.488776
1666.2,0.645393
1666.3,0.744333
1666.4,0.778894
1666.5,0.748206
1666.6,0.657514
1666.7,0.517104
1666.8,0.341761
1666.9,0.148597
1667.0,-0.0448616
1667.1,-0.222532
1667.2,-0.370905
1667.3,-0.480416
1667.4,-0.546477
1667.5,-0.568757
1667.6,-0.551258
1667.7,-0.500851
1667.8,-0.426422
1667.9,-0.337208
1668.0,-0.241632
1668.1,-0.146934
1668.2,-0.0577647
1668.3,0.0234008
1668.4,0.0958081
1668.5,0.161376
1668.6,0.221963
1668.7,0.280407
1668.8,0.338899
1668.9,0.398966
1669.0,0.461144
1669.1,0.525293
1669.2,0.589908
1669.3,0.653159
1669.4,0.713172
1669.5,0.767646
1669.6,0.814625
1669.7,0.851696
1669.8,0.877093
1669.9,0.888319
1670.0,0.882747
1670.1,0.857301
1670.2,0.809036
1670.3,0.734912
1670.4,0.633016
1670.5,0.502685
1670.6,0.345544
1670.7,0.165748
1670.8,-0.0291801
1670.9,-0.228834
1671.0,-0.421142
1671.1,-0.59217
1671.2,-0.727891
1671.3,-0.816068
1671.4,-0.847938
1671.5,-0.81922
1671.6,-0.731108
1671.7,-0.590881
1671.8,-0.411789
1671.9,-0.210921
1672.0,-0.00881652
1672.1,0.174016
1672.2,0.318729
1672.3,0.410366
1672.4,0.440207
1672.5,0.406414
1672.6,0.314186
1672.7,0.175747
1672.8,0.00823236
1672.9,-0.168834
1673.0,-0.335619
1673.1,-0.474685
1673.2,-0.57299
1673.3,-0.62453
1673.4,-0.629722
1673.5,-0.596136
1673.6,-0.536413
1673.7,-0.466796
1673.8,-0.404325
1673.9,-0.364527
1674.0,-0.358571
1674.1,-0.391577
1674.2,-0.462185
1674.3,-0.561647
1674.4,-0.676167
1674.5,-0.787847
1674.6,-0.877928
1674.7,-0.928609
1674.8,-0.926321
1674.9,-0.863458
1675.0,-0.739318
1675.1,-0.560521
1675.2,-0.340002
1675.3,-0.0957585
1675.4,0.152142
1675.5,0.383624
1675.6,0.581749
1675.7,0.733709
1675.8,0.833245
1675.9,0.880378
1676.0,0.881345
1676.1,0.847258
1676.2,0.791929
1676.3,0.73055
1676.4,0.675787
1676.5,0.637716
1676.6,0.621569
1676.7,0.627493
1676.8,0.650662
1676.9,0.682221
1677.0,0.711057
1677.1,0.725508
1677.2,0.714777
1677.3,0.670992
1677.4,0.590119
1677.5,0.471988
1677.6,0.320879
1677.7,0.144042
1677.8,-0.0480596
1677.9,-0.244858
1678.0,-0.435728
1678.1,-0.611676
1678.2,-0.764981
1678.3,-0.890956
1678.4,-0.986827
1678.5,-1.05147
1678.6,-1.08504
1678.7,-1.08762
1678.8,-1.05878
1678.9,-0.99789
1679.0,-0.903605
1679.1,-0.77401
1679.2,-0.607666
1679.3,-0.404479
1679.4,-0.165992
1679.5,0.103854
1679.6,0.39866
1679.7,0.708613
1679.8,1.02199
1679.9,1.32627
1680.0,1.60888
1680.1,1.85841
1680.2,2.06525
1680.3,2.22323
1680.4,2.33004
1680.5,2.38669
1680.6,2.39719
1680.7,2.36764
1680.8,2.30518
1680.9,2.21658
1681.0,2.10716
1681.1,1.98031
1681.2,1.83689
1681.3,1.67552
1681.4,1.49294
1681.5,1.2852
1681.6,1.04847
1681.7,0.780962
1681.8,0.483059
1681.9,0.15795
1682.0,-0.188051
1682.1,-0.54618
1682.2,-0.904975
1682.3,-1.25297
1682.4,-1.57955
1682.5,-1.87539
1682.6,-2.13434
1682.7,-2.35335
1682.8,-2.5327
1682.9,-2.67573
1683.0,-2.78828
1683.1,-2.87665
1683.2,-2.94697
1683.3,-3.00439
1683.4,-3.05143
1683.5,-3.08858
1683.6,-3.11342
1683.7,-3.12211
1683.8,-3.10935
1683.9,-3.0702
1684.0,-3.00109
1684.1,-2.90026
1684.2,-2.76868
1684.3,-2.61029
1684.4,-2.43082
1684.5,-2.23814
1684.6,-2.03982
1684.7,-1.84308
1684.8,-1.65251
1684.9,-1.47014
1685.0,-1.29462
1685.1,-1.12133
1685.2,-0.943156
1685.3,-0.752098
1685.4,-0.539971
1685.5,-0.300106
1685.6,-0.0289226
1685.7,0.272519
1685.8,0.599163
1685.9,0.942387
1686.0,1.28917
1686.1,1.6252
1686.2,1.93566
1686.3,2.20716
1686.4,2.42946
1686.5,2.59696
1686.6,2.70904
1686.7,2.76987
1686.8,2.78822
1686.9,2.77596
1687.0,2.74621
1687.1,2.71173
1687.2,2.68308
1687.3,2.66729
1687.4,2.66716
1687.5,2.68063
1687.6,2.70166
1687.7,2.72101
1687.8,2.72814
1687.9,2.7122
1688.0,2.66429
1688.1,2.5791
1688.2,2.45493
1688.3,2.29513
1688.4,2.10705
1688.5,1.90158
1688.6,1.69172
1688.7,1.49121
1688.8,1.31344
1688.9,1.16861
1689.0,1.06349
1689.1,1.00086
1689.2,0.979245
1689.3,0.992599
1689.4,1.03161
1689.5,1.0849
1689.6,1.1391
1689.7,1.18158
1689.8,1.20002
1689.9,1.18441
1690.0,1.12683
1690.1,1.02204
1690.2,0.867797
1690.3,0.664388
1690.4,0.414392
1690.5,0.122322
1690.6,-0.205465
1690.7,-0.560773
1690.8,-0.933859
1690.9,-1.31467
1691.0,-1.69201
1691.1,-2.05428
1691.2,-2.38955
1691.3,-2.68688
1691.4,-2.93656
1691.5,-3.13053
1691.6,-3.26388
1691.7,-3.33404
1691.8,-3.3423
1691.9,-3.29344
1692.0,-3.19561
1692.1,-3.05903
1692.2,-2.89574
1692.3,-2.7192
1692.4,-2.54146
1692.5,-2.37318
1692.6,-2.22251
1692.7,-2.09466
1692.8,-1.9913
1692.9,-1.91047
1693.0,-1.84772
1693.1,-1.79626
1693.2,-1.74832
1693.3,-1.69625
1693.4,-1.63307
1693.5,-1.55414
1693.6,-1.45674
1693.7,-1.34123
1693.8,-1.21022
1693.9,-1.0685
1694.0,-0.92243
1694.1,-0.778902
1694.2,-0.644825
1694.3,-0.52613
1694.4,-0.427339
1694.5,-0.350775
1694.6,-0.296452
1694.7,-0.262856
1694.8,-0.246042
1694.9,-0.240912
1695.0,-0.241204
1695.1,-0.240488
1695.2,-0.231749
1695.3,-0.209031
1695.4,-0.166682
1695.5,-0.100429
1695.6,-0.00683656
1695.7,0.116004
1695.8,0.268542
1695.9,0.449933
1696.0,0.657977
1696.1,0.889377
1696.2,1.13852
1696.3,1.39934
1696.4,1.66498
1696.5,1.92766
1696.6,2.17924
1696.7,2.41175
1696.8,2.61776
1696.9,2.79125
1697.0,2.92724
1697.1,3.02279
1697.2,3.07669
1697.3,3.08963
1697.4,3.0644
1697.5,3.00452
1697.6,2.9148
1697.7,2.80047
1697.8,2.6669
1697.9,2.51846
1698.0,2.35902
1698.1,2.19069
1698.2,2.01583
1698.3,1.83446
1698.4,1.64684
1698.5,1.45239
1698.6,1.25113
1698.7,1.04368
1698.8,0.831401
1698.9,0.616589
1699.0,0.403164
1699.1,0.19534
1699.2,-0.00115679
1699.3,-0.180595
1699.4,-0.337732
1699.5,-0.467828
1699.6,-0.56768
1699.7,-0.635401
1699.8,-0.671308
1699.9,-0.678144
1700.0,-0.660406
1700.1,-0.624903
1700.2,-0.579566
1700.3,-0.533785
1700.4,-0.496826
1700.5,-0.47829
1700.6,-0.4862
1700.7,-0.527238
1700.8,-0.605454
1700.9,-0.722807
1701.0,-0.877838
1701.1,-1.0664
1701.2,-1.28146
1701.3,-1.51264
1701.4,-1.7488
1701.5,-1.9771
1701.6,-2.1845
1701.7,-2.35761
1701.8,-2.48552
1701.9,-2.55912
1702.0,-2.5723
1702.1,-2.5224
1702.2,-2.41043
1702.3,-2.24142
1702.4,-2.02316
1702.5,-1.76741
1702.6,-1.4869
1702.7,-1.1967
1702.8,-0.91153
1702.9,-0.645574
1703.0,-0.411362
1703.1,-0.218323
1703.2,-0.0734372
1703.3,0.0200036
1703.4,0.0627193
1703.5,0.0590423
1703.6,0.0162795
1703.7,-0.055373
1703.8,-0.143813
1703.9,-0.236236
1704.0,-0.31903
1704.1,-0.380304
1704.2,-0.408899
1704.3,-0.396651
1704.4,-0.338189
1704.5,-0.231493
1704.6,-0.0776431
1704.7,0.118992
1704.8,0.35061
1704.9,0.607778
1705.0,0.879235
1705.1,1.15345
1705.2,1.41797
1705.3,1.66221
1705.4,1.8769
1705.5,2.05513
1705.6,2.1918
1705.7,2.28477
1705.8,2.33379
1705.9,2.34063
1706.0,2.3081
1706.1,2.24004
1706.2,2.14032
1706.3,2.01259
1706.4,1.86002
1706.5,1.68528
1706.6,1.49011
1706.7,1.27699
1706.8,1.04861
1706.9,0.808015
1707.0,0.559459
1707.1,0.308533
1707.2,0.062481
1707.3,-0.17079
1707.4,-0.383605
1707.5,-0.568255
1707.6,-0.718745
1707.7,-0.831283
1707.8,-0.904979
1707.9,-0.94287
1708.0,-0.950977
1708.1,-0.938599
1708.2,-0.916972
1708.3,-0.89856
1708.4,-0.894803
1708.5,-0.915287
1708.6,-0.966237
1708.7,-1.04918
1708.8,-1.16085
1708.9,-1.29349
1709.0,-1.43475
1709.1,-1.5699
1709.2,-1.68302
1709.3,-1.75906
1709.4,-1.78593
1709.5,-1.7553
1709.6,-1.665
1709.7,-1.51776
1709.8,-1.32243
1709.9,-1.09209
1710.0,-0.842299
1710.1,-0.589747
1710.2,-0.350144
1710.3,-0.136871
1710.4,0.0419856
1710.5,0.182899
1710.6,0.287131
1710.7,0.360346
1710.8,0.411198
1710.9,0.449579
1711.0,0.484929
1711.1,0.524331
1711.2,0.571158
1711.3,0.62477
1711.4,0.680095
1711.5,0.728932
1711.6,0.760951
1711.7,0.765609
1711.8,0.734323
1711.9,0.661733
1712.0,0.547864
1712.1,0.398023
1712.2,0.222743
1712.3,0.0378814
1712.4,-0.138877
1712.5,-0.288269
1712.6,-0.393276
1712.7,-0.440056
1712.8,-0.420897
1712.9,-0.334329
1713.0,-0.18606
1713.1,0.012254
1713.2,0.243821
1713.3,0.488925
1713.4,0.727449
1713.5,0.941401
1713.6,1.11663
1713.7,1.24355
1713.8,1.31913
1713.9,1.34574
1714.0,1.33063
1714.1,1.28408
1714.2,1.21745
1714.3,1.14182
1714.4,1.065
1714.5,0.991101
1714.6,0.920509
1714.7,0.849213
1714.8,0.76982
1714.9,0.673663
1715.0,0.55209
1715.1,0.39841
1715.2,0.209729
1715.3,-0.0121324
1715.4,-0.260336
1715.5,-0.523444
1715.6,-0.78622
1715.7,-1.03163
1715.8,-1.24179
1715.9,-1.4023
1716.0,-1.50185
1716.1,-1.53483
1716.2,-1.50121
1716.3,-1.40753
1716.4,-1.26498
1716.5,-1.08832
1716.6,-0.894623
1716.7,-0.699958
1716.8,-0.518596
1716.9,-0.360712
1717.0,-0.231562
1717.1,-0.131
1717.2,-0.0540322
1717.3,0.00808689
1717.4,0.0668045
1717.5,0.133826
1717.6,0.219916
1717.7,0.332795
1717.8,0.476057
1717.9,0.648603
1718.0,0.844983
1718.1,1.05487
1718.2,1.26511
1718.3,1.4608
1718.4,1.62689
1718.5,1.74983
1718.6,1.81923
1718.7,1.82831
1718.8,1.77492
1718.9,1.66173
1719.0,1.49529
1719.1,1.28579
1719.2,1.04581
1719.3,0.78953
1719.4,0.530127
1719.5,0.279823
1719.6,0.0487718
1719.7,-0.155849
1719.8,-0.329963
1719.9,-0.473314
1720.0,-0.588482
1720.1,-0.68034
1720.2,-0.755731
1720.3,-0.822438
1720.4,-0.888421
1720.5,-0.960947
1720.6,-1.04577
1720.7,-1.14679
1720.8,-1.26531
1720.9,-1.40077
1721.0,-1.55002
1721.1,-1.70789
1721.2,-1.86738
1721.3,-2.02101
1721.4,-2.16104
1721.5,-2.27993
1721.6,-2.37093
1721.7,-2.42912
1721.8,-2.45103
1721.9,-2.43499
1722.0,-2.38132
1722.1,-2.29139
1722.2,-2.16819
1722.3,-2.01511
1722.4,-1.83586
1722.5,-1.63427
1722.6,-1.41355
1722.7,-1.17673
1722.8,-0.927024
1722.9,-0.666615
1723.0,-0.398243
1723.1,-0.124566
1723.2,0.150627
1723.3,0.423137
1723.4,0.688628
1723.5,0.942483
1723.6,1.17949
1723.7,1.39522
1723.8,1.58598
1723.9,1.74947
1724.0,1.88468
1724.1,1.99215
1724.2,2.07365
1724.3,2.13194
1724.4,2.17052
1724.5,2.19258
1724.6,2.20064
1724.7,2.1962
1724.8,2.17937
1724.9,2.14918
1725.0,2.10347
1725.1,2.03952
1725.2,1.95519
1725.3,1.84904
1725.4,1.72124
1725.5,1.57442
1725.6,1.41335
1725.7,1.24445
1725.8,1.07621
1725.9,0.917343
1726.0,0.775692
1726.1,0.65764
1726.2,0.566826
1726.3,0.503138
1726.4,0.462843
1726.5,0.438523
1726.6,0.420208
1726.7,0.396281
1726.8,0.355268
1726.9,0.287283
1727.0,0.185521
1727.1,0.0475919
1727.2,-0.12428
1727.3,-0.322831
1727.4,-0.53721
1727.5,-0.753084
1727.6,-0.956349
1727.7,-1.13259
1727.8,-1.27144
1727.9,-1.36611
1728.0,-1.41573
1728.1,-1.42476
1728.2,-1.40241
1728.3,-1.36204
1728.4,-1.31876
1728.5,-1.28743
1728.6,-1.28006
1728.7,-1.30493
1728.8,-1.36449
1728.9,-1.45471
1729.0,-1.56621
1729.1,-1.68406
1729.2,-1.79065
1729.3,-1.86706
1729.4,-1.89609
1729.5,-1.86364
1729.6,-1.76114
1729.7,-1.58658
1729.8,-1.34429
1729.9,-1.04539
1730.0,-0.705594
1730.1,-0.343817
1730.2,0.0188258
1730.3,0.362104
1730.4,0.669021
1730.5,0.926079
1730.6,1.12445
1730.7,1.26067
1730.8,1.33603
1730.9,1.3561
1731.0,1.32948
1731.1,1.26655
1731.2,1.17898
1731.3,1.07797
1731.4,0.974279
1731.5,0.877353
1731.6,0.795048
1731.7,0.734356
1731.8,0.700399
1731.9,0.697075
1732.0,0.72663
1732.1,0.789579
1732.2,0.884296
1732.3,1.00681
1732.4,1.15037
1732.5,1.30605
1732.6,1.46236
1732.7,1.60591
1732.8,1.72299
1732.9,1.8004
1733.0,1.82695
1733.1,1.79468
1733.2,1.6998
1733.3,1.54412
1733.4,1.33438
1733.5,1.08183
1733.6,0.801583
1733.7,0.510487
1733.8,0.226638
1733.9,-0.0352547
1734.0,-0.262724
1734.1,-0.449225
1734.2,-0.592326
1734.3,-0.695992
1734.4,-0.768242
1734.5,-0.820624
1734.6,-0.865665
1734.7,-0.915112
1734.8,-0.979128
1734.9,-1.06333
1735.0,-1.16873
1735.1,-1.2926
1735.2,-1.42767
1735.3,-1.5643
1735.4,-1.69249
1735.5,-1.80277
1735.6,-1.88886
1735.7,-1.94762
1735.8,-1.98055
1735.9,-1.9933
1736.0,-1.99415
1736.1,-1.99299
1736.2,-1.99875
1736.3,-2.01813
1736.4,-2.05377
1736.5,-2.10277
1736.6,-2.15722
1736.7,-2.20432
1736.8,-2.22781
1736.9,-2.21071
1737.0,-2.1372
1737.1,-1.99593
1737.2,-1.78088
1737.3,-1.49463
1737.4,-1.14693
1737.5,-0.75504
1737.6,-0.34198
1737.7,0.0653029
1737.8,0.439951
1737.9,0.758278
1738.0,1.00188
1738.1,1.16042
1738.2,1.23246
1738.3,1.22623
1738.4,1.15793
1738.5,1.05022
1738.6,0.92921
1738.7,0.820902
1738.8,0.749564
1738.9,0.73324
1739.0,0.782799
1739.1,0.900958
1739.2,1.08195
1739.3,1.31265
1739.4,1.5748
1739.5,1.84726
1739.6,2.10804
1739.7,2.33718
1739.8,2.51889
1739.9,2.64241
1740.0,2.70314
1740.1,2.70198
1740.2,2.64457
1740.3,2.54058
1740.4,2.40158
1740.5,2.2399
1740.6,2.06688
1740.7,1.89221
1740.8,1.7237
1740.9,1.5662
1741.0,1.42245
1741.1,1.2932
1741.2,1.17831
1741.3,1.07667
1741.4,0.986653
1741.5,0.90661
1741.6,0.834483
1741.7,0.768662
1741.8,0.706361
1741.9,0.644971
1742.0,0.581216
1742.1,0.511514
1742.2,0.432156
1742.3,0.340111
1742.4,0.233017
